Manufacturer,Model Number,Description,Safety Certification,Nameplate Pmax,PTC,Notes,Design Qualification Certification (Optional Submission),Performance Evaluation (Optional Submission),Family,Technology,A_c,N_s,N_p,BIPV,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_ low,VPmax_ low,IPmax_ NOCT,VPmax_ NOCT,Mounting,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Gintung Energy,GTEC-240G6S6A,240 W Monocrystalline Module,UL 1703,240,215.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,8.68,37.01,8.17,29.38,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.67,29.33,6.54,26.94,Rack,Flat Plate,0.989,1.629,1,0.204087917,,
Gintung Energy,ASEC-245G6M,245 W Polycrystalline Module,UL 1703,245,218.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,7.68,43.39,7.18,34.13,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.44,33.59,5.77,31.27,Rack,Flat Plate,1,1.956,1,0.197413065,,
Gintung Energy,ASEC-245G6M69,245 W Polycrystalline Module,UL 1703,245,216.2,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.465,54,1,N,9.26,34.36,8.92,27.47,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.86,27.18,7.19,24.66,Rack,Flat Plate,0.989,1.481,1,0.205795284,,
Gintung Energy,ASEC-245G6M6A,245 W Polycrystalline Module,UL 1703,245,219.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,8.67,37.31,8.29,29.56,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.69,29.51,6.63,27.1,Rack,Flat Plate,0.989,1.629,1,0.203514965,,
Gintung Energy,ASEC-245G6S69,245 W Monocrystalline Module,UL 1703,245,215.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.465,54,1,N,9.28,34.29,8.93,27.44,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.85,27.15,7.22,24.3,Rack,Flat Plate,0.989,1.481,1,0.205036483,,
Gintung Energy,ASEC-245G6S6A,245 W Monocrystalline Module,UL 1703,245,220,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,8.81,37.14,8.31,29.49,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.69,29.44,6.65,27.04,Rack,Flat Plate,0.989,1.629,1,0.203522855,,
Gintung Energy,GTEC-245G6M69,245 W Polycrystalline Module,UL 1703,245,216.2,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.465,54,1,N,9.26,34.36,8.92,27.47,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.86,27.18,7.19,24.66,Rack,Flat Plate,0.989,1.481,1,0.206346122,,
Gintung Energy,GTEC-245G6M6A,245 W Polycrystalline Module,UL 1703,245,219.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,8.67,37.31,8.29,29.56,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.69,29.51,6.63,27.1,Rack,Flat Plate,0.989,1.629,1,0.203558776,,
Gintung Energy,GTEC-245G6S69,245 W Monocrystalline Module,UL 1703,245,215.3,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.465,54,1,N,9.28,34.29,8.93,27.44,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.85,27.15,7.22,24.3,Rack,Flat Plate,0.989,1.481,1,0.205010204,,
Gintung Energy,GTEC-245G6S6A,245 W Monocrystalline Module,UL 1703,245,220,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,8.81,37.14,8.31,29.49,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.69,29.44,6.65,27.04,Rack,Flat Plate,0.989,1.629,1,0.203075918,,
Gintung Energy,ASEC-250G6M,250 W Polycrystalline Module,UL 1703,250,223,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,7.78,43.53,7.29,34.3,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.46,33.76,5.86,31.42,Rack,Flat Plate,1,1.956,1,0.197407152,,
Gintung Energy,ASEC-250G6M6A,250 W Polycrystalline Module,UL 1703,250,220,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,8.78,37.43,8.41,29.68,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.74,29.32,6.77,26.49,Rack,Flat Plate,0.989,1.629,1,0.204422665,,
Gintung Energy,ASEC-250G6M6B,250 W Polycrystalline Module,UL 1703,250,219.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.25,40.95,7.81,32.01,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.62,31.5,6.29,28.53,Rack,Flat Plate,0.989,1.793,1,0.203912897,,
Gintung Energy,ASEC-250G6S6A,250 W Monocrystalline Module,UL 1703,250,219.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,8.91,37.27,8.45,29.59,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.71,29.55,6.78,25.92,Rack,Flat Plate,0.989,1.629,1,0.201939173,,
Gintung Energy,ASEC-250G6S6B,250 W Monocrystalline Module,UL 1703,250,218.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.37,40.36,7.85,31.85,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.63,31.45,6.33,28.02,Rack,Flat Plate,0.989,1.793,1,0.205634012,,
Gintung Energy,GTEC-250G6M6A,250 W Polycrystalline Module,UL 1703,250,220,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,8.78,37.43,8.41,29.68,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.74,29.32,6.77,26.49,Rack,Flat Plate,0.989,1.629,1,0.2040672,,
Gintung Energy,GTEC-250G6S6A,250 W Monocrystalline Module,UL 1703,250,219.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,8.91,37.27,8.45,29.59,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.71,29.55,6.78,25.92,Rack,Flat Plate,0.989,1.629,1,0.202122,,
Gintung Energy,ASEC-255G6M,255 W Polycrystalline Module,UL 1703,255,227.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,7.89,43.69,7.4,34.46,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.48,33.92,5.95,31.57,Rack,Flat Plate,1,1.956,1,0.197373142,,
Gintung Energy,ASEC-255G6M6A,255 W Polycrystalline Module,UL 1703,255,224.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,8.9,37.6,8.54,29.86,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.77,29.49,6.88,26.65,Rack,Flat Plate,0.989,1.629,1,0.20474658,,
Gintung Energy,ASEC-255G6M6B,255 W Polycrystalline Module,UL 1703,255,223.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.37,41.06,7.93,32.16,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.64,31.65,6.39,28.67,Rack,Flat Plate,0.989,1.793,1,0.203937477,,
Gintung Energy,ASEC-255G6S,255 W Monocrystalline Module,UL 1703,255,228,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,7.98,43.85,7.42,34.37,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.48,33.71,5.8,32.29,Rack,Flat Plate,1,1.956,1,0.195154134,,
Gintung Energy,ASEC-255G6S6A,255 W Monocrystalline Module,UL 1703,255,223.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.02,37.35,8.58,29.72,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.73,29.68,6.89,26.04,Rack,Flat Plate,0.989,1.629,1,0.201908601,,
Gintung Energy,ASEC-255G6S6B,255 W Monocrystalline Module,UL 1703,255,222.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.46,40.62,7.95,32.08,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.66,31.68,6.41,28.22,Rack,Flat Plate,0.989,1.793,1,0.205644535,,
Gintung Energy,GTEC-255G6M6A,255 W Polycrystalline Module,UL 1703,255,224.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,8.9,37.6,8.54,29.86,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.77,29.49,6.88,26.65,Rack,Flat Plate,0.989,1.629,1,0.204695294,,
Gintung Energy,GTEC-255G6S6A,255 W Monocrystalline Module,UL 1703,255,223.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.02,37.35,8.58,29.72,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.73,29.68,6.89,26.04,Rack,Flat Plate,0.989,1.629,1,0.201358431,,
Gintung Energy,ASEC-260G6M,260 W Polycrystalline Module,UL 1703,260,232.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.01,43.84,7.53,34.53,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.51,33.99,6.05,31.63,Rack,Flat Plate,1,1.956,1,0.197378321,,
Gintung Energy,ASEC-260G6M6A,260 W Polycrystalline Module,UL 1703,260,229.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,9.02,37.78,8.66,30.02,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.8,29.65,6.97,26.79,Rack,Flat Plate,0.989,1.629,1,0.204721943,,
Gintung Energy,ASEC-260G6M6B,260 W Polycrystalline Module,UL 1703,260,228.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.48,41.21,8.04,32.34,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.67,31.82,6.48,28.83,Rack,Flat Plate,0.989,1.793,1,0.203925113,,
Gintung Energy,ASEC-260G6S,260 W Monocrystalline Module,UL 1703,260,232.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.09,43.98,7.54,34.49,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.5,33.82,5.89,32.41,Rack,Flat Plate,1,1.956,1,0.195175675,,
Gintung Energy,ASEC-260G6S6A,260 W Monocrystalline Module,UL 1703,260,228.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.13,37.42,8.7,29.89,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.76,29.85,6.99,26.19,Rack,Flat Plate,0.989,1.629,1,0.201943894,,
Gintung Energy,ASEC-260G6S6B,260 W Monocrystalline Module,UL 1703,260,227.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.58,40.73,8.06,32.26,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.68,31.86,6.5,28.38,Rack,Flat Plate,0.989,1.793,1,0.205627844,,
Gintung Energy,GTEC-260G6M6A,260 W Polycrystalline Module,UL 1703,260,229.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,9.02,37.78,8.66,30.02,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.8,29.65,6.97,26.79,Rack,Flat Plate,0.989,1.629,1,0.205269231,,
Gintung Energy,GTEC-260G6M6B,260 W Polycrystalline Module,UL 1703,260,228.4,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.48,41.21,8.04,32.34,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.67,31.82,6.48,28.83,Rack,Flat Plate,0.989,1.793,1,0.204382308,,
Gintung Energy,GTEC-260G6S6A,260 W Monocrystalline Module,UL 1703,260,228.1,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.13,37.42,8.7,29.89,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.76,29.85,6.99,26.19,Rack,Flat Plate,0.989,1.629,1,0.202061538,,
Gintung Energy,GTEC-260G6S6B,260 W Monocrystalline Module,UL 1703,260,227.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.58,40.73,8.06,32.26,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.68,31.86,6.5,28.38,Rack,Flat Plate,0.989,1.793,1,0.205864615,,
Gintung Energy,ASEC-265G6M,265 W Polycrystalline Module,UL 1703,265,236.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.1,43.99,7.65,34.65,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.53,34.11,6.15,31.74,Rack,Flat Plate,1,1.956,1,0.197424044,,
Gintung Energy,ASEC-265G6M6A,265 W Polycrystalline Module,UL 1703,265,233.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,9.15,37.91,8.78,30.18,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.82,29.81,7.07,26.94,Rack,Flat Plate,0.989,1.629,1,0.204727904,,
Gintung Energy,ASEC-265G6M6B,265 W Polycrystalline Module,UL 1703,265,232.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.59,41.35,8.12,32.64,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.68,32.12,6.54,29.09,Rack,Flat Plate,0.989,1.793,1,0.203942764,,
Gintung Energy,ASEC-265G6S,265 W Monocrystalline Module,UL 1703,265,237.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.21,44.12,7.67,34.56,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.53,33.89,6,32.47,Rack,Flat Plate,1,1.956,1,0.195190071,,
Gintung Energy,ASEC-265G6S6A,265 W Monocrystalline Module,UL 1703,265,232.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.24,37.49,8.82,30.05,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.78,30.01,7.08,26.33,Rack,Flat Plate,0.989,1.629,1,0.20194174,,
Gintung Energy,ASEC-265G6S6B,265 W Monocrystalline Module,UL 1703,265,231.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.69,40.88,8.15,32.52,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.7,32.11,6.57,28.61,Rack,Flat Plate,0.989,1.793,1,0.205644991,,
Gintung Energy,GTEC-265G6M6A,265 W Polycrystalline Module,UL 1703,265,233.7,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,9.15,37.91,8.78,30.18,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.82,29.81,7.07,26.94,Rack,Flat Plate,0.989,1.629,1,0.20473283,,
Gintung Energy,GTEC-265G6M6B,265 W Polycrystalline Module,UL 1703,265,232.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.59,41.35,8.12,32.64,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.68,32.12,6.54,29.09,Rack,Flat Plate,0.989,1.793,1,0.203628679,,
Gintung Energy,GTEC-265G6S6A,265 W Monocrystalline Module,UL 1703,265,232.7,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.24,37.49,8.82,30.05,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.78,30.01,7.08,26.33,Rack,Flat Plate,0.989,1.629,1,0.201576604,,
Gintung Energy,GTEC-265G6S6B,265 W Monocrystalline Module,UL 1703,265,231.9,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.69,40.88,8.15,32.52,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.7,32.11,6.57,28.61,Rack,Flat Plate,0.989,1.793,1,0.205988679,,
Gintung Energy,ASEC-270G6M,270 W Polycrystalline Module,UL 1703,270,241.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.19,44.15,7.75,34.87,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.53,34.08,6.18,32.15,Rack,Flat Plate,1,1.956,1,0.192640787,,
Gintung Energy,ASEC-270G6M6A,270 W Polycrystalline Module,UL 1703,270,238.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,9.28,38.03,8.9,30.34,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.84,29.97,7.17,27.08,Rack,Flat Plate,0.989,1.629,1,0.204762763,,
Gintung Energy,ASEC-270G6M6B,270 W Polycrystalline Module,UL 1703,270,237.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.71,41.44,8.25,32.73,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.71,32.21,6.65,29.17,Rack,Flat Plate,0.989,1.793,1,0.203931439,,
Gintung Energy,ASEC-270G6S,270 W Monocrystalline Module,UL 1703,270,241.8,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.34,44.27,7.8,34.62,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.57,34.52,6.14,32.84,Rack,Flat Plate,1,1.956,1,0.200703558,,
Gintung Energy,ASEC-270G6S6A,270 W Monocrystalline Module,UL 1703,270,237.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.34,37.59,8.94,30.2,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.81,30.16,7.18,26.46,Rack,Flat Plate,0.989,1.629,1,0.201901527,,
Gintung Energy,ASEC-270G6S6B,270 W Monocrystalline Module,UL 1703,270,236.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.81,40.97,8.3,32.53,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.73,32.12,6.7,28.62,Rack,Flat Plate,0.989,1.793,1,0.205614745,,
Gintung Energy,GTEC-270G6M6A,270 W Polycrystalline Module,UL 1703,270,238.3,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.611,60,1,N,9.28,38.03,8.9,30.34,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.84,29.97,7.17,27.08,Rack,Flat Plate,0.989,1.629,1,0.20424,,
Gintung Energy,GTEC-270G6M6B,270 W Polycrystalline Module,UL 1703,270,237.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.71,41.44,8.25,32.73,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.71,32.21,6.65,29.17,Rack,Flat Plate,0.989,1.793,1,0.203996667,,
Gintung Energy,GTEC-270G6S6A,270 W Monocrystalline Module,UL 1703,270,237.2,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.611,60,1,N,9.34,37.59,8.94,30.2,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.81,30.16,7.18,26.46,Rack,Flat Plate,0.989,1.629,1,0.202183704,,
Gintung Energy,GTEC-270G6S6B,270 W Monocrystalline Module,UL 1703,270,236.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.81,40.97,8.3,32.53,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.73,32.12,6.7,28.62,Rack,Flat Plate,0.989,1.793,1,0.205805926,,
Gintung Energy,ASEC-275G6M,275 W Polycrystalline Module,UL 1703,275,245.9,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.31,44.31,7.87,34.96,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.55,34.17,6.28,32.24,Rack,Flat Plate,1,1.956,1,0.192562546,,
Gintung Energy,ASEC-275G6M6B,275 W Polycrystalline Module,UL 1703,275,242,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.83,41.53,8.38,32.82,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.74,32.32,6.74,29.49,Rack,Flat Plate,0.989,1.793,1,0.204647181,,
Gintung Energy,ASEC-275G6S,275 W Monocrystalline Module,UL 1703,275,246.4,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.4,44.36,7.89,34.86,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.59,34.76,6.21,33.06,Rack,Flat Plate,1,1.956,1,0.200709931,,
Gintung Energy,ASEC-275G6S6B,275 W Monocrystalline Module,UL 1703,275,241,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.93,41.06,8.42,32.66,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.69,32.68,6.8,29.05,Rack,Flat Plate,0.989,1.793,1,0.200253922,,
Gintung Energy,GTEC-275G6M6B,275 W Polycrystalline Module,UL 1703,275,242,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.83,41.53,8.38,32.82,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.74,32.32,6.74,29.49,Rack,Flat Plate,0.989,1.793,1,0.204497455,,
Gintung Energy,GTEC-275G6S6B,275 W Monocrystalline Module,UL 1703,275,241,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,8.93,41.06,8.42,32.66,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.69,32.68,6.8,29.05,Rack,Flat Plate,0.989,1.793,1,0.200833455,,
Gintung Energy,ASEC-280G6M,280 W Polycrystalline Module,UL 1703,280,250.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.42,44.39,7.99,35.05,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.57,34.26,6.38,32.32,Rack,Flat Plate,1,1.956,1,0.192501948,,
Gintung Energy,ASEC-280G6M6B,280 W Polycrystalline Module,UL 1703,280,246.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.93,41.64,8.49,32.98,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.76,32.48,6.83,29.64,Rack,Flat Plate,0.989,1.793,1,0.204623814,,
Gintung Energy,ASEC-280G6S,280 W Monocrystalline Module,UL 1703,280,251,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.52,44.55,8.01,34.96,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.61,34.86,6.31,33.16,Rack,Flat Plate,1,1.956,1,0.200698016,,
Gintung Energy,ASEC-280G6S6B,280 W Monocrystalline Module,UL 1703,280,245.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,9.03,41.18,8.53,32.83,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.71,32.85,6.89,29.2,Rack,Flat Plate,0.989,1.793,1,0.200284497,,
Gintung Energy,GTEC-280G6M,280 W Polycrystalline Module,UL 1703,280,250.5,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.42,44.39,7.99,35.05,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.57,34.26,6.38,32.32,Rack,Flat Plate,1,1.956,1,0.192100714,,
Gintung Energy,GTEC-280G6M6B,280 W Polycrystalline Module,UL 1703,280,246.6,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,8.93,41.64,8.49,32.98,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.76,32.48,6.83,29.64,Rack,Flat Plate,0.989,1.793,1,0.20416,,
Gintung Energy,GTEC-280G6S,280 W Monocrystalline Module,UL 1703,280,251,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.52,44.55,8.01,34.96,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.61,34.86,6.31,33.16,Rack,Flat Plate,1,1.956,1,0.200445,,
Gintung Energy,GTEC-280G6S6B,280 W Monocrystalline Module,UL 1703,280,245.5,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,9.03,41.18,8.53,32.83,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.71,32.85,6.89,29.2,Rack,Flat Plate,0.989,1.793,1,0.200619643,,
Gintung Energy,ASEC-285G6M,285 W Polycrystalline Module,UL 1703,285,255.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.51,44.53,8.12,35.1,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.6,34.3,6.48,32.37,Rack,Flat Plate,1,1.956,1,0.192476026,,
Gintung Energy,ASEC-285G6M6B,285 W Polycrystalline Module,UL 1703,285,251.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,9.03,41.75,8.61,33.1,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.79,32.6,6.92,29.74,Rack,Flat Plate,0.989,1.793,1,0.204617206,,
Gintung Energy,ASEC-285G6S,285 W Monocrystalline Module,UL 1703,285,255.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.64,44.69,8.13,35.06,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.64,34.96,6.4,33.25,Rack,Flat Plate,1,1.956,1,0.200703418,,
Gintung Energy,ASEC-285G6S6B,285 W Monocrystalline Module,UL 1703,285,250,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.773,66,1,N,9.13,41.29,8.65,32.95,51.4,-0.4502,0.0729,-0.343,0.005458,-0.4549,1.73,32.97,6.99,29.31,Rack,Flat Plate,0.989,1.793,1,0.200268257,,
Gintung Energy,GTEC-285G6M,285 W Polycrystalline Module,UL 1703,285,255.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.956,72,1,N,8.51,44.53,8.12,35.1,46.1,-0.4702,0.0214,-0.3299,0.0102,-0.4233,1.6,34.3,6.48,32.37,Rack,Flat Plate,1,1.956,1,0.192561404,,
Gintung Energy,GTEC-285G6M6B,285 W Polycrystalline Module,UL 1703,285,251.1,,No Information Submitted,No Information Submitted,Polycrystalline,Multi-c-Si,1.773,66,1,N,9.03,41.75,8.61,33.1,50,-0.4607,0.06581,-0.3427,-0.003265,-0.456,1.79,32.6,6.92,29.74,Rack,Flat Plate,0.989,1.793,1,0.204750877,,
Gintung Energy,GTEC-285G6S,285 W Monocrystalline Module,UL 1703,285,255.6,,No Information Submitted,No Information Submitted,Monocrystalline,Mono-c-Si,1.956,72,1,N,8.64,44.69,8.13,35.06,45.8,-0.4684,0.0423,-0.3397,0.0115,-0.4125,1.64,34.96,6.4,33.25,Rack,Flat Plate,1,1.956,1,0.201173333,,
