Manufacturer,Model Number,Description,BIPV,Nameplate Pmax,PTC,Notes,Family,A_c,N_s,Technology,Nameplate Isc,Nameplate Voc,Nameplate Ipmax,Nameplate Vpmax,Average NOCT,gammaPmax,alphaIsc,betaVoc,alphaIpmax,betaVpmax,IPmax_low,VPmax_low,IPmax_NOCT,VPmax_NOCT,NREL Autosolver Date,NREL Autosolver Time,a_ref,I_L_ref,I_o_ref,R_s_ref,R_sh_ref,Adj,Mounting,N_p,Type,Short Side,Long Side,Geometric Multiplier,P2/Pref,CEC Listing Date,Last Update
Advance Power,API-M360,360 W_72 cell monocrystalline module_1000V max system Vdc,N,360,330.2,Multiple Listing of Auxin Solar AXN6M612T360,Monocrystalline,1.94,72,Mono-c-Si,9.99,47.6,9.32,38.6,46.7,-0.386,0.042,-0.282,-0.005,-0.381,1.84,37.58,7.47,35.5,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M365,365 W_72 cell monocrystalline module_1000V max system Vdc,N,365,334.9,Multiple Listing of Auxin Solar AXN6M612T365,Monocrystalline,1.94,72,Mono-c-Si,10.08,47.7,9.43,38.7,46.7,-0.386,0.042,-0.282,-0.005,-0.381,1.86,37.66,7.56,35.5,,,,,,,,,,,,,,,,9/4/2018,
Advance Power,API-M370,370 W_72 cell monocrystalline module_1000V max system Vdc,N,370,339.6,Multiple Listing of Auxin Solar AXN6M612T370,Monocrystalline,1.94,72,Mono-c-Si,10.17,47.8,9.54,38.8,46.7,-0.386,0.042,-0.282,-0.005,-0.381,1.88,37.73,7.65,35.6,,,,,,,,,,,,,,,,9/4/2018,
Advance Solar Hydro Wind Power,API-150,150 W Monocrystalline Module,N,150,132.4,,Monocrystalline,1.279,72,Mono-c-Si,5.05,41.8,4.35,34.5,45.8,-0.509,0.096,-0.419,0.05,-0.55,0.81,33.74,4.54,31.49,,,,,,,,,Rack,1,Flat Plate,0.809,1.581,1,0.181543188,,
Advance Solar Hydro Wind Power,API-160,160 W Monocrystalline Module,N,160,141.5,,Monocrystalline,1.279,72,Mono-c-Si,5.15,42.8,4.6,34.9,45.8,-0.509,0.096,-0.419,0.05,-0.55,0.81,32.72,4.33,31.14,,,,,,,,,Rack,1,Flat Plate,0.809,1.581,1,0.164635374,,
Advance Solar Hydro Wind Power,API-165,165 W Monocrystalline Module,N,165,146,,Monocrystalline,1.279,72,Mono-c-Si,5.2,43.2,4.65,35.6,45.8,-0.509,0.096,-0.419,0.05,-0.55,0.85,33.1,4.57,31.5,,,,,,,,,Rack,1,Flat Plate,0.809,1.581,1,0.170778856,,
Advance Solar Hydro Wind Power,API-170,170 W Monocrystalline Module,N,170,150.5,,Monocrystalline,1.279,72,Mono-c-Si,5.25,43.6,4.75,35.8,45.8,-0.509,0.096,-0.419,0.05,-0.55,0.86,33.76,4.62,32.13,,,,,,,,,Rack,1,Flat Plate,0.809,1.581,1,0.170918398,,
Advance Solar Hydro Wind Power,API-175,175 W Monocrystalline Module,N,175,155.1,,Monocrystalline,1.279,72,Mono-c-Si,5.3,43.9,4.85,36.2,45.8,-0.509,0.096,-0.419,0.05,-0.55,0.83,32.58,4.52,31.75,,,,,,,,,Rack,1,Flat Plate,0.809,1.581,1,0.15398637,,
Advance Solar Hydro Wind Power,API-180,180 W Monocrystalline Module,N,180,159.7,,Monocrystalline,1.279,72,Mono-c-Si,5.35,44.2,4.9,36.8,45.8,-0.509,0.096,-0.419,0.05,-0.55,0.84,33.23,4.57,32.38,,,,,,,,,Rack,1,Flat Plate,0.809,1.581,1,0.154371639,,
Advance Solar Hydro Wind Power,API156P-200,200 W Polycrystalline Module,N,200,179.9,,Polycrystalline,1.621,60,Multi-c-Si,7.75,36,6.97,28.7,46,-0.4364,0.075,-0.3651,-0.0114,-0.3821,1.44,27.94,5.76,26.7,,,,,,,,,Rack,1,Flat Plate,0.986,1.644,1,0.200531056,,
Advance Solar Hydro Wind Power,API156P-210,210 W Polycrystalline Module,N,210,189.1,,Polycrystalline,1.621,60,Multi-c-Si,7.86,36.4,7.19,29.2,46,-0.4364,0.075,-0.3651,-0.0114,-0.3821,1.48,28.43,5.94,27.17,,,,,,,,,Rack,1,Flat Plate,0.986,1.644,1,0.200442315,,
Advance Solar Hydro Wind Power,API156P-220,220 W Polycrystalline Module,N,220,198.3,,Polycrystalline,1.621,60,Multi-c-Si,8,36.8,7.39,29.8,46,-0.4364,0.075,-0.3651,-0.0114,-0.3821,1.52,30.05,6.17,27.43,,,,,,,,,Rack,1,Flat Plate,0.986,1.644,1,0.207164116,,
Advance Solar Hydro Wind Power,API156P-230,230 W Polycrystalline Module,N,230,207.5,,Polycrystalline,1.621,60,Multi-c-Si,8.18,37,7.66,30,46,-0.4364,0.075,-0.3651,-0.0114,-0.3821,1.57,30.25,6.39,27.61,,,,,,,,,Rack,1,Flat Plate,0.986,1.644,1,0.206775318,,
Advanced Renewable Energy,AREi-210W-M6-G,210 W Polycrystalline Module,N,210,187.4,,Polycrystalline,1.616,60,Multi-c-Si,7.74,36.3,7.2,29.22,44.5,-0.507476,0.055346,-0.353351,-0.025886,-0.482034,1.51,27.64,5.51,25.53,,,,,,,,,Rack,1,Flat Plate,0.987,1.637,1,0.198792622,,
Advanced Renewable Energy,AREi-215W-M6-G,215 W Polycrystalline Module,N,215,192,,Polycrystalline,1.616,60,Multi-c-Si,7.79,36.48,7.28,29.52,44.5,-0.507476,0.055346,-0.353351,-0.025886,-0.482034,1.53,27.92,5.57,25.79,,,,,,,,,Rack,1,Flat Plate,0.987,1.637,1,0.198342654,,
Advanced Renewable Energy,AREi-220W-M6-G,220 W Polycrystalline Module,N,220,196.6,,Polycrystalline,1.616,60,Multi-c-Si,7.85,36.72,7.38,29.82,44.5,-0.507476,0.055346,-0.353351,-0.025886,-0.482034,1.55,28.2,5.65,26.05,,,,,,,,,Rack,1,Flat Plate,0.987,1.637,1,0.198494359,,
Advanced Renewable Energy,AREi-225W-M6-G,225 W Polycrystalline Module,N,225,201.1,,Polycrystalline,1.616,60,Multi-c-Si,7.97,36.9,7.43,30.3,44.5,-0.507476,0.055346,-0.353351,-0.025886,-0.482034,1.56,28.66,5.68,26.47,,,,,,,,,Rack,1,Flat Plate,0.987,1.637,1,0.198543545,,
Advanced Renewable Energy,AREi-230W-M6-G,230 W Polycrystalline Module,N,230,205.7,,Polycrystalline,1.616,60,Multi-c-Si,8,37.14,7.5,30.72,44.5,-0.507476,0.055346,-0.353351,-0.025886,-0.482034,1.57,29.05,5.74,26.84,,,,,,,,,Rack,1,Flat Plate,0.987,1.637,1,0.198774874,,
Advanced Solar Power (Hangzhou),ASP-S1-80,80 W Thin Film Module,N,80,75.2,,Thin Film,0.72,145,Thin Film,0.95,118.9,0.85,94.1,45.2,-0.2634,0.0897,-0.3058,0.0933,-0.3292,0.2,32.75,0.69,89.33,,,,,,,,,Rack,1,Flat Plate,0.6,1.2,1,0.081875,,
Aleo Solar,P18y250,250 W Polycrystalline Module_where y is a wildcard,N,250,224.7,,Polycrystalline,1.643,60,Multi-c-Si,8.76,37.5,8.24,30.3,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.66,29.64,6.64,27.56,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.1968096,,
Aleo Solar,S18y250,250 W Polycrystalline Module_where y is a wildcard,N,250,224.7,,Polycrystalline,1.643,60,Multi-c-Si,8.76,37.5,8.24,30.3,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.66,29.64,6.64,27.56,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.1968096,,
Aleo Solar,P18y255,255 W Polycrystalline Module_where y is a wildcard,N,255,229.3,,Polycrystalline,1.643,60,Multi-c-Si,8.88,37.6,8.38,30.4,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.68,29.73,6.76,27.65,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.195868235,,
Aleo Solar,S18y255,255 W Polycrystalline Module_where y is a wildcard,N,255,229.3,,Polycrystalline,1.643,60,Multi-c-Si,8.88,37.6,8.38,30.4,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.68,29.73,6.76,27.65,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.195868235,,
Aleo Solar,P18y260,260 W Polycrystalline Module_where y is a wildcard,N,260,233.9,,Polycrystalline,1.643,60,Multi-c-Si,9.01,37.7,8.51,30.5,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.71,29.83,6.86,27.74,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.196189615,,
Aleo Solar,S18y260,260 W Polycrystalline Module_where y is a wildcard,N,260,233.9,,Polycrystalline,1.643,60,Multi-c-Si,9.01,37.7,8.51,30.5,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.71,29.83,6.86,27.74,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.196189615,,
Aleo Solar,P18Y265,265 W Polycrystalline Module_where y is a wildcard,N,265,238.5,,Polycrystalline,1.643,60,Multi-c-Si,9.14,37.7,8.64,30.7,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.74,30.03,6.96,27.92,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.196725773,,
Aleo Solar,S18y265,265 W Polycrystalline Module_where y is a wildcard,N,265,238.5,,Polycrystalline,1.643,60,Multi-c-Si,9.14,37.7,8.64,30.7,47.5,-0.43,0.044,-0.314,-0.013,-0.419,1.74,30.03,6.96,27.92,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.197178113,,
Aleo Solar,S19Y270,270 W Monocrystalline Module_where y is a wildcard,N,270,244.3,,Monocrystalline,1.643,60,Mono-c-Si,9.2,38.6,8.65,31.4,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.75,31.07,6.84,28.8,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.20137963,,
Aleo Solar,S79y270,270 W Monocrystalline Module_where y is a wildcard,N,270,244.3,,Monocrystalline,1.643,60,Mono-c-Si,9.2,38.6,8.65,31.4,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.75,31.07,6.84,28.8,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.20137963,,
Aleo Solar,P19Y275,275 W Monocrystalline Module_where y is a wildcard,N,275,249.4,,Monocrystalline,1.643,60,Mono-c-Si,9.62,39.1,8.83,31.1,48,-0.396,0.036,-0.28,-0.02,-0.379,1.77,30.22,7.04,28.41,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194064974,,
Aleo Solar,S19y275,275 W Monocrystalline Module_where y is a wildcard,N,275,249,,Monocrystalline,1.643,60,Mono-c-Si,9.26,38.6,8.79,31.4,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.77,31.07,6.95,28.8,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199977818,,
Aleo Solar,S79y275,275 W Monocrystalline Module_where y is a wildcard,N,275,249,,Monocrystalline,1.643,60,Mono-c-Si,9.62,39.1,8.83,31.1,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.78,30.77,6.98,28.53,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199165818,,
Aleo Solar,S19y280,280 W Monocrystalline Module_where y is a wildcard,N,280,253.6,,Monocrystalline,1.643,60,Mono-c-Si,9.34,38.5,8.85,31.6,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.79,31.27,7,28.99,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199904643,,
Aleo Solar,S59y280,280 W Monocrystalline Module_where y is a wildcard,N,280,253.6,,Monocrystalline,1.643,60,Mono-c-Si,9.67,39.2,8.97,31.2,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.81,30.87,7.09,28.62,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.1995525,,
Aleo Solar,S79y280,280 W Monocrystalline Module_where y is a wildcard,N,280,253.6,,Monocrystalline,1.643,60,Mono-c-Si,9.67,39.2,8.97,31.2,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.81,30.87,7.09,28.62,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.1995525,,
Aleo Solar,P19Y285,285 W Monocrystalline Module_where y is a wildcard,N,285,258.8,,Monocrystalline,1.643,60,Mono-c-Si,9.73,39.2,9.1,31.3,48,-0.396,0.036,-0.28,-0.02,-0.379,1.82,30.41,7.26,28.59,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.19422254,,
Aleo Solar,S19y285,285 W Monocrystalline Module_where y is a wildcard,N,285,258.3,,Monocrystalline,1.643,60,Mono-c-Si,9.73,39.2,9.1,31.3,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.84,30.97,7.19,28.71,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199946667,,
Aleo Solar,S59y285,285 W Monocrystalline Module_where y is a wildcard,N,285,258.3,,Monocrystalline,1.643,60,Mono-c-Si,9.73,39.2,9.1,31.3,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.84,30.97,7.19,28.71,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199946667,,
Aleo Solar,S79y285,285 W Monocrystalline Module_where y is a wildcard,N,285,258.3,,Monocrystalline,1.643,60,Mono-c-Si,9.73,39.2,9.1,31.3,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.84,30.97,7.19,28.71,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199946667,,
Aleo Solar,P19Y290,290 W Monocrystalline Module_where y is a wildcard,N,290,263.4,,Monocrystalline,1.643,60,Mono-c-Si,9.8,39.3,9.25,31.3,48,-0.396,0.036,-0.28,-0.02,-0.379,1.85,30.41,7.38,28.59,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194020149,,
Aleo Solar,S19y290,290 W Monocrystalline Module_where y is a wildcard,N,290,263,,Monocrystalline,1.643,60,Mono-c-Si,9.8,39.3,9.25,31.3,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.87,30.97,7.31,28.71,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199703103,,
Aleo Solar,S59y290,290 W Monocrystalline Module_where y is a wildcard,N,290,263,,Monocrystalline,1.643,60,Mono-c-Si,9.8,39.3,9.25,31.3,46.5,-0.431,0.031,-0.299,-0.027,-0.408,1.87,30.97,7.31,28.71,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.199703103,,
Aleo Solar,S79Y290,290 W Monocrystalline Module_where y is a wildcard,N,290,263.4,,Monocrystalline,1.643,60,Mono-c-Si,9.8,39.3,9.25,31.3,48,-0.396,0.037,-0.284,-0.02,-0.38,1.88,31.34,7.29,29.51,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.203017306,,
Aleo Solar,P19Y295,295 W Monocrystalline Module_where y is a wildcard,N,295,268.1,,Monocrystalline,1.643,60,Mono-c-Si,9.87,39.3,9.42,31.3,48,-0.396,0.036,-0.28,-0.02,-0.379,1.88,30.41,7.52,28.59,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.19423701,,
Aleo Solar,S19Y295,295 W Monocrystalline Module_where y is a wildcard,N,295,268.1,,Monocrystalline,1.643,60,Mono-c-Si,9.87,39.3,9.42,31.3,48,-0.396,0.036,-0.28,-0.02,-0.379,1.88,30.41,7.52,28.59,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.19423701,,
Aleo Solar,S59Y295,295 W Monocrystalline Module_where y is a wildcard,N,295,268.1,,Monocrystalline,1.643,60,Mono-c-Si,9.87,39.3,9.42,31.3,48,-0.396,0.036,-0.28,-0.02,-0.379,1.88,30.41,7.52,28.59,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.19423701,,
Aleo Solar,S79Y295,295 W Monocrystalline Module_where y is a wildcard,N,295,268.1,,Monocrystalline,1.643,60,Mono-c-Si,9.87,39.3,9.42,31.3,48,-0.396,0.037,-0.284,-0.02,-0.38,1.91,31.34,7.43,29.51,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.203244224,,
Aleo Solar,P19Y300,300 W Monocrystalline Module_where y is a wildcard,N,300,272.8,,Monocrystalline,1.643,60,Mono-c-Si,9.97,39.4,9.63,31.2,48,-0.396,0.036,-0.28,-0.02,-0.379,1.93,30.32,7.68,28.5,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194633856,,
Aleo Solar,S19Y300,300 W Monocrystalline Module_where y is a wildcard,N,300,272.8,,Monocrystalline,1.643,60,Mono-c-Si,9.97,39.4,9.63,31.2,48,-0.396,0.036,-0.28,-0.02,-0.379,1.93,30.32,7.68,28.5,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194633856,,
Aleo Solar,S59Y300,300 W Monocrystalline Module_where y is a wildcard,N,300,272.8,,Monocrystalline,1.643,60,Mono-c-Si,9.97,39.4,9.63,31.2,48,-0.396,0.036,-0.28,-0.02,-0.379,1.93,30.32,7.68,28.5,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194633856,,
Aleo Solar,S79Y300,300 W Monocrystalline Module_where y is a wildcard,N,300,272.8,,Monocrystalline,1.643,60,Mono-c-Si,9.97,39.4,9.63,31.2,48,-0.396,0.037,-0.284,-0.02,-0.38,1.96,31.24,7.59,29.41,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.203659472,,
Aleo Solar,P19Y305,305 W Monocrystalline Module_where y is a wildcard,N,305,277.5,,Monocrystalline,1.643,60,Mono-c-Si,10.06,39.6,9.72,31.4,48,-0.396,0.036,-0.28,-0.02,-0.379,1.94,30.51,7.75,28.69,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194470994,,
Aleo Solar,S19Y305,305 W Monocrystalline Module_where y is a wildcard,N,305,277.5,,Monocrystalline,1.643,60,Mono-c-Si,10.06,39.6,9.72,31.4,48,-0.396,0.036,-0.28,-0.02,-0.379,1.94,30.51,7.75,28.69,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194470994,,
Aleo Solar,S59Y305,305 W Monocrystalline Module_where y is a wildcard,N,305,277.5,,Monocrystalline,1.643,60,Mono-c-Si,10.06,39.6,9.72,31.4,48,-0.396,0.036,-0.28,-0.02,-0.379,1.94,30.51,7.75,28.69,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194470994,,
Aleo Solar,S79Y305,305 W Monocrystalline Module_where y is a wildcard,N,305,277.5,,Monocrystalline,1.643,60,Mono-c-Si,10.06,39.6,9.72,31.4,48,-0.396,0.037,-0.284,-0.02,-0.38,1.97,31.44,7.67,29.6,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.203489058,,
Aleo Solar,P19Y310,310 W Monocrystalline Module_where y is a wildcard,N,310,282.2,,Monocrystalline,1.643,60,Mono-c-Si,10.12,39.7,9.8,31.7,48,-0.396,0.036,-0.28,-0.02,-0.379,1.96,30.8,7.82,28.96,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194752214,,
Aleo Solar,S19Y310,310 W Monocrystalline Module_where y is a wildcard,N,310,282.2,,Monocrystalline,1.643,60,Mono-c-Si,10.12,39.7,9.8,31.7,48,-0.396,0.036,-0.28,-0.02,-0.379,1.96,30.8,7.82,28.96,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194752214,,
Aleo Solar,S59Y310,310 W Monocrystalline Module_where y is a wildcard,N,310,282.2,,Monocrystalline,1.643,60,Mono-c-Si,10.12,39.7,9.8,31.7,48,-0.396,0.036,-0.28,-0.02,-0.379,1.96,30.8,7.82,28.96,,,,,,,,,Rack,1,Flat Plate,0.99,1.66,1,0.194752214,,
alfasolar,alfasolar P6L60-220,220 W Polycrystalline Module,N,220,196.6,,Polycrystalline,1.6,60,Multi-c-Si,8.39,36.35,7.61,28.95,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.47,28.52,5.99,25.57,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.190234952,,
alfasolar,alfasolar P6L60-225,225 W Polycrystalline Module,N,225,201.1,,Polycrystalline,1.6,60,Multi-c-Si,8.45,36.58,7.71,29.2,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.49,28.77,6.06,25.79,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.190079149,,
alfasolar,alfasolar P6L60-230,230 W Polycrystalline Module,N,230,205.7,,Polycrystalline,1.6,60,Multi-c-Si,8.51,36.81,7.81,29.45,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.51,29.02,6.14,26.01,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.189971418,,
alfasolar,alfasolar P6L60-235,235 W Polycrystalline Module,N,235,210.3,,Polycrystalline,1.6,60,Multi-c-Si,8.57,37.04,7.92,29.7,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.55,29.92,6.07,26.03,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.196905182,,
alfasolar,alfasolar M6L60-240,240 W Monocrystalline Module,N,240,217.6,,Monocrystalline,1.6,60,Mono-c-Si,8.61,37.41,7.9,30.43,44.5,-0.4555,0.0344,-0.3372,-0.0127,-0.4513,1.58,30.05,6.38,27.07,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.197621282,,
alfasolar,alfasolar P6L60-240,240 W Polycrystalline Module,N,240,214.9,,Polycrystalline,1.6,60,Multi-c-Si,8.63,37.27,8.02,29.95,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.57,30.17,6.14,26.25,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.196880784,,
alfasolar,alfasolar M6L60-245,245 W Monocrystalline Module,N,245,222.2,,Monocrystalline,1.6,60,Mono-c-Si,8.66,37.58,8.03,30.55,44.5,-0.4555,0.0344,-0.3372,-0.0127,-0.4513,1.6,30.17,6.48,27.18,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.197549796,,
alfasolar,alfasolar P6L60-245,245 W Polycrystalline Module,N,245,219.5,,Polycrystalline,1.6,60,Multi-c-Si,8.69,37.5,8.12,30.2,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.59,30.42,6.22,26.46,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.196897528,,
alfasolar,alfasolar M6L60-250,250 W Monocrystalline Module,N,250,226.9,,Monocrystalline,1.6,60,Mono-c-Si,8.71,37.75,8.16,30.67,44.5,-0.4555,0.0344,-0.3372,-0.0127,-0.4513,1.63,30.29,6.59,27.29,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.197505792,,
alfasolar,alfasolar P6L60-250,250 W Polycrystalline Module,N,250,224.2,,Polycrystalline,1.6,60,Multi-c-Si,8.75,37.73,8.22,30.45,46.8,-0.4557,0.0457,-0.3536,-0.0043,-0.4527,1.61,30.68,6.3,26.68,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.196952946,,
alfasolar,alfasolar M6L60-255,255 W Monocrystalline Module,N,255,231.5,,Monocrystalline,1.6,60,Mono-c-Si,8.76,37.92,8.29,30.79,44.5,-0.4555,0.0344,-0.3372,-0.0127,-0.4513,1.73,30.46,6.73,27.6,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.20715432,,
alfasolar,alfasolar M6L60-260,260 W Monocrystalline Module,N,260,236.2,,Monocrystalline,1.6,60,Mono-c-Si,8.81,38.09,8.42,30.91,44.5,-0.4555,0.0344,-0.3372,-0.0127,-0.4513,1.76,30.58,6.83,27.7,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.207160859,,
alfasolar,alfasolar M6L60-265,265 W Monocrystalline Module,N,265,240.9,,Monocrystalline,1.6,60,Mono-c-Si,8.86,38.26,8.55,31.03,44.5,-0.4555,0.0344,-0.3372,-0.0127,-0.4513,1.79,30.7,6.94,27.81,,,,,,,,,Rack,1,Flat Plate,0.986,1.623,1,0.207191517,,
Alps Technology,ATI-S572-175,175 W Monocrystalline Module,N,175,151.3,,Monocrystalline,1.287,72,Mono-c-Si,5.17,43.99,4.78,36.63,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,0.99,34.92,3.68,32.04,,,,,,,,,Rack,1,Flat Plate,0.82,1.57,1,0.198167224,,
Alps Technology,ATI-S572-180,180 W Monocrystalline Module,N,180,155.7,,Monocrystalline,1.287,72,Mono-c-Si,5.31,44.06,4.9,36.72,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,1.02,35.01,3.77,32.12,,,,,,,,,Rack,1,Flat Plate,0.82,1.57,1,0.197984553,,
Alps Technology,ATI-S572-185,185 W Monocrystalline Module,N,185,160.2,,Monocrystalline,1.287,72,Mono-c-Si,5.43,44.14,5.03,36.79,49.9,-0.5072,0.0415,-0.3616,0.0001,-0.5073,1.04,35.08,3.87,32.18,,,,,,,,,Rack,1,Flat Plate,0.82,1.57,1,0.19812127,,
Alps Technology,ATI-M660-220,220 W Polycrystalline Module,N,220,189.1,,Polycrystalline,1.61,60,Multi-c-Si,7.95,36.06,7.3,30.12,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.41,29.51,5.56,26.47,,,,,,,,,Rack,1,Flat Plate,0.99,1.626,1,0.189289366,,
Alps Technology,ATI-M660-225,225 W Polycrystalline Module,N,225,193.6,,Polycrystalline,1.61,60,Multi-c-Si,8.04,36.24,7.44,30.24,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.44,29.62,5.67,26.58,,,,,,,,,Rack,1,Flat Plate,0.99,1.626,1,0.189383996,,
Alps Technology,ATI-M660-230,230 W Polycrystalline Module,N,230,198,,Polycrystalline,1.61,60,Multi-c-Si,8.1,36.42,7.58,30.36,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.47,29.74,5.77,26.68,,,,,,,,,Rack,1,Flat Plate,0.99,1.626,1,0.189502179,,
Alps Technology,ATI-M660-235,235 W Polycrystalline Module,N,235,202.5,,Polycrystalline,1.61,60,Multi-c-Si,8.23,36.72,7.68,30.6,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.48,29.98,5.85,26.89,,,,,,,,,Rack,1,Flat Plate,0.99,1.626,1,0.189402564,,
Alps Technology,ATI-M660-240,240 W Polycrystalline Module,N,240,207,,Polycrystalline,1.61,60,Multi-c-Si,8.32,36.84,7.83,30.72,50.2,-0.5196,0.0548,-0.3624,-0.0413,-0.4835,1.51,30.09,5.97,27,,,,,,,,,Rack,1,Flat Plate,0.99,1.626,1,0.189820364,,
American Solar Wholesale,ASW-175M,175 W Monocrystalline Module,N,175,154.1,,Monocrystalline,1.277,72,Mono-c-Si,5.25,44.2,4.89,35.8,45.8,-0.53583,0.0436,-0.38595,-0.0137,-0.5303,0.93,37.24,3.81,32.46,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197990488,,
American Solar Wholesale,ASW-180M,180 W Monocrystalline Module,N,180,158.6,,Monocrystalline,1.277,72,Mono-c-Si,5.36,44.2,4.97,36.2,45.8,-0.53583,0.0436,-0.38595,-0.0137,-0.5303,0.95,37.65,3.87,32.82,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.197825806,,
American Solar Wholesale,ASW-185M,185 W Monocrystalline Module,N,185,163.1,,Monocrystalline,1.277,72,Mono-c-Si,5.37,44.6,4.95,37.4,45.8,-0.53583,0.0436,-0.38595,-0.0137,-0.5303,0.94,38.9,3.85,33.91,,,,,,,,,Rack,1,Flat Plate,0.808,1.58,1,0.198059447,,
